State,class
22*s00s*,Botnet-TCP-Attempt-SPAM
22*s00s*S*,Botnet-TCP-Attempt-SPAM
"220W,",Botnet-TCP-Attempt-SPAM
61*Z00R*,Botnet-UDP-DNS
2200S*S*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22000,Botnet-TCP-Attempt-SPAM
11*R0,Botnet-UDP-DNS
"26,S,",Botnet-TCP-Attempt-SPAM
22*b*,Botnet-TCP-Attempt-SPAM
"22,S*S.S*",Botnet-TCP-Attempt-SPAM
22*S+S*s*,Botnet-TCP-Attempt-SPAM
*s*s*S0s*s*,Botnet-TCP-Attempt-SPAM
22*v*s*S000,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
22*F*s*,Botnet-TCP-Attempt-SPAM
69*v*v00,Botnet-UDP-DNS
"25*W0W,",Botnet-UDP-DNS
94*U00,Botnet-UDP-DNS
94*u0Z+,Botnet-UDP-DNS
99*i*u0Z+,Botnet-UDP-DNS
95*z0W+,Botnet-UDP-DNS
26*S0,Botnet-TCP-Attempt-SPAM
69*I*z0,Botnet-UDP-Attempt-DNS
69*I*z0,Botnet-UDP-DNS
"s+s*S,S*s*s",Botnet-TCP-Attempt-SPAM
+e+e+I+Z0i0,Botnet-TCP-CC-Custom-Encryption
11*V00,Botnet-UDP-DNS
69*A*,Botnet-UDP-DNS
35000,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"220s*s*s*S,",Botnet-TCP-Attempt-SPAM
22*S0S*S*b*,Botnet-TCP-Attempt-SPAM
26+S0,Botnet-UDP-DNS
66*v*V00,Botnet-UDP-DNS
2200S*,Botnet-TCP-Attempt-SPAM
69*Z00Z+,Botnet-UDP-DNS
99*F*z0Z+,Botnet-UDP-DNS
99*w*z0Z+,Botnet-UDP-DNS
.Z0z*w*z0Z+,Botnet-UDP-DNS
26+w*,Botnet-TCP-Attempt-SPAM
550v00,Botnet-UDP-DNS
"+s*s+s+S,S*",Botnet-TCP-Attempt-SPAM
",S*s*B*s+s*",Botnet-TCP-Attempt-SPAM
22*s00S*,Botnet-TCP-Attempt-SPAM
2200s0S*,Botnet-TCP-Attempt-SPAM
"22,S000",Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
99*Z00W+,Botnet-UDP-DNS
99*r*z0W+,Botnet-UDP-DNS
99*w0W*,Botnet-UDP-DNS
94*U00,Botnet-UDP-Attempt-DNS
94*U00,Botnet-UDP-DNS
"66,S+",Botnet-TCP-Attempt-SPAM
49*D*,Botnet-UDP-DNS
99*z*z0W*,Botnet-UDP-DNS
99+Z00W*,Botnet-UDP-DNS
99+Z00W*,Botnet-UDP-Attempt-DNS
99+Z00W*,Botnet-UDP-DNS
"S*S,W*S.S+w",Botnet-TCP-Attempt-SPAM
"0Y.Y,Y0Y.R,",Botnet-TCP-Established-HTTP-Ad
Y0H0Y.Y.Y.Y,Botnet-TCP-Established-HTTP-Ad
88*Y.Y.Y00Y,Botnet-TCP-Established-HTTP-Ad
"Y.Y,Y*Y.Y.Y",Botnet-TCP-WEB-Established
"88.Y,",Botnet-TCP-Established-HTTP-Ad
88*Y+Y.,Botnet-TCP-Established-HTTP-Ad
6400U*,Botnet-UDP-DNS
16+U00,Botnet-UDP-DNS
99*U00,Botnet-UDP-DNS
64*U00,Botnet-UDP-DNS
62+S*s*,Botnet-TCP-Attempt-SPAM
"22,B,",Botnet-TCP-Attempt-SPAM
21*S00,Botnet-TCP-Attempt-SPAM
66*D*w0,Botnet-UDP-DNS
64*u00,Botnet-UDP-DNS
*s+s*s+s*s*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
220S*s*,Botnet-TCP-Attempt-SPAM
220000S*,Botnet-TCP-Attempt-SPAM
2200s*,Botnet-TCP-Attempt-SPAM
220s*s*,Botnet-TCP-Attempt-SPAM
21*s0,Botnet-TCP-Attempt-SPAM
55*V00,Botnet-TCP-Attempt-SPAM
52*E*,Botnet-TCP-Attempt-SPAM
"550V+v,v+V0",Botnet-TCP-Attempt-SPAM
2200s0,Botnet-TCP-Attempt-SPAM
22000,Botnet-TCP-Attempt-SPAM
B*s*s0s*s0s,Botnet-TCP-Attempt-SPAM
"+b+I,s,s+I,",Botnet-TCP-Attempt-SPAM
"z,I,z+i+s,s",Botnet-TCP-CC-Custom-Encryption
12+S*,Botnet-TCP-Attempt-SPAM
2*s0s*s*s*s,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
22*S+S*,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
+e+e+v*e*e*,Botnet-TCP-CC-HTTP-Not-Encrypted
22*B*,Botnet-TCP-Attempt-SPAM
55*V0,Botnet-UDP-DNS
12+S*,Botnet-TCP-Attempt-SPAM
2200S*,Botnet-TCP-Attempt-SPAM
55*E*,Botnet-TCP-Attempt-SPAM
22000,Botnet-TCP-Attempt-SPAM
22*s00,Botnet-TCP-Attempt-SPAM
99+W00Y+,Botnet-UDP-Attempt-DNS
99+W00Y+,Botnet-UDP-DNS
98*z0Y+,Botnet-UDP-DNS
220s0,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22+W*W+S*,Botnet-TCP-Attempt-SPAM
"46*w00R,",Botnet-UDP-DNS
"62,S*",Botnet-TCP-Attempt-SPAM
*w*w+W*w00W,Botnet-TCP-Attempt-SPAM
91*W0U+,Botnet-UDP-DNS
",S*S.S*S.W0",Botnet-TCP-Attempt-SPAM
99+R0,Botnet-UDP-DNS
"y*y+Y,Y*Y.Y",Botnet-TCP-Established-HTTP-Ad
22*r*s*s*,Botnet-TCP-Attempt-SPAM
25+Y0000,Botnet-TCP-Attempt-SPAM
25+Y0000,Botnet-TCP-CC-HTTP-Not-Encrypted
55+V*,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
220s0s*,Botnet-TCP-Attempt-SPAM
22+R*s000,Botnet-TCP-Attempt-SPAM
".y.y.Y*Y,Y.",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
22*s00,Botnet-TCP-Attempt-SPAM
88*y0y00,Botnet-TCP-CC-HTTP-Not-Encrypted
110000,Botnet-TCP-Attempt-SPAM
88*Y+y*y+,Botnet-TCP-CC-HTTP-Not-Encrypted
21*S000,Botnet-TCP-Attempt-SPAM
12*R+,Botnet-TCP-Attempt-SPAM
88*y*Y*Y+,Botnet-TCP-CC-HTTP-Not-Encrypted
12*s00,Botnet-TCP-Attempt-SPAM
82*s*,Botnet-TCP-CC-HTTP-Not-Encrypted
23*s0,Botnet-TCP-Attempt-SPAM
21*r*S+,Botnet-TCP-Attempt-SPAM
22000,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
"62+S,",Botnet-TCP-Attempt-SPAM
"22,S*W.",Botnet-TCP-Attempt-SPAM
22*s*s*s*s*,Botnet-TCP-Attempt-SPAM
"22*S,",Botnet-TCP-Attempt-SPAM
21*R00S*,Botnet-TCP-Attempt-SPAM
45*U00,Botnet-UDP-DNS
22*V00,Botnet-TCP-Attempt-SPAM
"S+S00s*s*S,",Botnet-TCP-Attempt-SPAM
"22,W*S,S*",Botnet-TCP-Attempt-SPAM
"22,W*S.S*",Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
64000U*,Botnet-UDP-DNS
22*f*B*s+,Botnet-TCP-Attempt-SPAM
22*s0S+S0,Botnet-TCP-Attempt-SPAM
"0S,s,s,s+s,",Botnet-TCP-Attempt-SPAM
"B+s,s,s+s+s",Botnet-TCP-Attempt-SPAM
*z0Z*y*z*z*,Botnet-TCP-Established-SPAM
Z*Z00Z*z*z*,Botnet-TCP-Established-SPAM
"S,S*S,B,s,S",Botnet-TCP-Attempt-SPAM
"s+S,s,B,s+S",Botnet-TCP-Attempt-SPAM
"00S,B,s,T.S",Botnet-TCP-Attempt-SPAM
"s,s.s,s+s,s",Botnet-TCP-Attempt-SPAM
220S+,Botnet-TCP-Attempt-SPAM
"s,B,s+s+s+b",Botnet-TCP-Attempt-SPAM
"s,s+s+s,B,s",Botnet-TCP-Attempt-SPAM
99*Y00,Botnet-UDP-DNS
25*V00,Botnet-UDP-DNS
22+W*W+,Botnet-TCP-Attempt-SPAM
22.W*S.S*,Botnet-TCP-Attempt-SPAM
22*s*s*s+S*,Botnet-TCP-Attempt-SPAM
"S,s,S.S+S0s",Botnet-TCP-Attempt-SPAM
2200s*,Botnet-TCP-Attempt-SPAM
",W*W,S*S+s,",Botnet-TCP-Attempt-SPAM
66*W00V*,Botnet-UDP-DNS
22*B*B*s*,Botnet-TCP-Attempt-SPAM
22+S0,Botnet-TCP-Attempt-SPAM
Y*s*y*Y.Y.Y,Botnet-TCP-Established-HTTP-Ad
22+S0,Botnet-TCP-Attempt-SPAM
55.S0,Botnet-UDP-DNS
62*V00,Botnet-UDP-DNS
s*B*s*s*s*S,Botnet-TCP-Attempt-SPAM
65*v0S*,Botnet-UDP-Attempt-DNS
65*v0S*,Botnet-UDP-DNS
2200s0,Botnet-TCP-Attempt-SPAM
"88,Y*Y,",Botnet-TCP-WEB-Established-SSL
"88,Y+Y,",Botnet-TCP-WEB-Established-SSL
"S,S+s+s+s*s",Botnet-TCP-Attempt-SPAM
"*B*s*s+S*S,",Botnet-TCP-Attempt-SPAM
B+s+s+B+s+s,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
s*s+s+s*s*s,Botnet-TCP-Attempt-SPAM
88000,Botnet-TCP-WEB-Established-SSL
",I,y+h+Y*y*",Botnet-TCP-Established-SSL-Microsoft
"*y*z*y0Y,y+",Botnet-TCP-WEB-Established-SSL
"*S*s*S0S,S*",Botnet-TCP-Attempt-SPAM
b*s*s*s*S*S,Botnet-TCP-Attempt-SPAM
*s*b*s*S+S*,Botnet-TCP-Attempt-SPAM
S*S*s+B+S*B,Botnet-TCP-Attempt-SPAM
S*s*S+s+s+S,Botnet-TCP-Attempt-SPAM
*s+s*s+s*S+,Botnet-TCP-Attempt-SPAM
"s*s*s*S,S+B",Botnet-TCP-Attempt-SPAM
*S+s+S*s*s*,Botnet-TCP-Attempt-SPAM
2*s+S*s*s*S,Botnet-TCP-Attempt-SPAM
26.W+s+,Botnet-TCP-Attempt-SPAM
2200S*S+s*S,Botnet-TCP-Attempt-SPAM
22000,Botnet-TCP-Attempt-SPAM
22*S0,Botnet-TCP-Attempt-SPAM
22+S*B0S+S0,Botnet-TCP-Attempt-SPAM
2200S*,Botnet-UDP-DNS
99*Y00,Botnet-UDP-DNS
"22.S*S.S*S,",Botnet-TCP-Attempt-SPAM
56*v00,Botnet-UDP-DNS
22*S+S*S*s*,Botnet-TCP-Attempt-SPAM
+S*S+B+s+S0,Botnet-TCP-Attempt-SPAM
"b,S.S,s,s,B",Botnet-TCP-Attempt-SPAM
",s.s.s.s,s,",Botnet-TCP-Attempt-SPAM
2200S+S*,Botnet-TCP-Attempt-SPAM
53*t0W+,Botnet-UDP-Attempt-DNS
53*t0W+,Botnet-UDP-DNS
66+S00,Botnet-UDP-DNS
55*V00,Botnet-UDP-DNS
"*S+s+S*S+s,",Botnet-TCP-Attempt-SPAM
"B*s+s*S,S+s",Botnet-TCP-Attempt-SPAM
"Y+Y.Y+Y,Y+Y",Botnet-TCP-Established-HTTP-Ad
22*V0,Botnet-UDP-DNS
"22,S*W,S*",Botnet-TCP-Attempt-SPAM
2200s*,Botnet-TCP-Attempt-SPAM
"*s*s*S,S*s*",Botnet-TCP-Attempt-SPAM
"*S,S*S+S0s*",Botnet-TCP-Attempt-SPAM
22*S00S*,Botnet-TCP-Attempt-SPAM
*s*S*S*s*S+,Botnet-TCP-Attempt-SPAM
98*y0,Botnet-TCP-Established-HTTP-Ad
99*I*Y*,Botnet-TCP-Established-HTTP-Ad
88000,Botnet-TCP-WEB-Established
98*y00,Botnet-TCP-Established-HTTP-Ad
99*z*,Botnet-TCP-Established-HTTP-Ad
"88+Z,Y*",Botnet-TCP-Established-HTTP-Ad
88*y*,Botnet-TCP-Established-HTTP-Ad
99*Y*Y.Z0H0,Botnet-TCP-WEB-Established
*Y00Y.Z.I.Y,Botnet-TCP-Established-HTTP-Ad
99000Z+,Botnet-TCP-Established-HTTP-Ad
99.Y0Y.,Botnet-TCP-Established-HTTP-Ad
99*y*Z0,Botnet-TCP-Established-HTTP-Ad
88.Z*z00Y*,Botnet-TCP-WEB-Established
"98*V,Z0H0Z.",Botnet-TCP-Established-HTTP-Ad
"88.Z00Z,",Botnet-TCP-WEB-Established
8900y0,Botnet-TCP-Established-HTTP-Ad
5+e+e+E+E+F,Botnet-TCP-Established
22*w*w+,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
s*S+B+S*S+S,Botnet-TCP-Attempt-SPAM
+s+s*s+F+s+,Botnet-TCP-Attempt-SPAM
"62*B+S,",Botnet-TCP-Attempt-SPAM
22000,Botnet-TCP-Attempt-SPAM
65*W00,Botnet-UDP-DNS
*s*s00s*s*B,Botnet-TCP-Attempt-SPAM
"b,b,S+S,S.S",Botnet-TCP-Attempt-SPAM
"S*S,w+W*W,S",Botnet-TCP-Attempt-SPAM
"+s+s+w*w+W,",Botnet-TCP-Attempt-SPAM
*s0s*S*S0s*,Botnet-TCP-Attempt-SPAM
480000,Botnet-TCP-HTTP-Google-Net-Established
0Y*y*z*Z+z+,Botnet-TCP-Established-HTTP-Ad
*Y+z+z+y*y*,Botnet-TCP-Established-HTTP-Ad
22+S0S*,Botnet-TCP-Attempt-SPAM
"s*B*w+S,W+s",Botnet-TCP-Attempt-SPAM
*s*S+S*W+S*,Botnet-TCP-Attempt-SPAM
220s*S+S*S0,Botnet-TCP-Attempt-SPAM
"S,S,B+S*s*S",Botnet-TCP-Attempt-SPAM
"*S*s*s*B*S,",Botnet-TCP-Attempt-SPAM
22*S00,Botnet-TCP-Attempt-SPAM
2200S*S+s*,Botnet-TCP-Attempt-SPAM
220s*s*,Botnet-TCP-Attempt-SPAM
"5,v+E+E+E,e",Botnet-TCP-Attempt-SPAM
"B,b,s+s+s+s",Botnet-TCP-Attempt-SPAM
22*v0,Botnet-UDP-DNS
22*B*F*s*,Botnet-TCP-Attempt-SPAM
"22.W*S,T*",Botnet-TCP-Attempt-SPAM
22*B*F*B*,Botnet-TCP-Attempt-SPAM
"s,s,s,s,B,B",Botnet-TCP-Attempt-SPAM
",s,s+b+B+s+",Botnet-TCP-Attempt-SPAM
22*S0s*B*,Botnet-TCP-Attempt-SPAM
"s+S,S0S+S*B",Botnet-TCP-Attempt-SPAM
69*S0W+,Botnet-UDP-DNS
2*s*s*B*s*s,Botnet-TCP-Attempt-SPAM
220s*,Botnet-TCP-Attempt-SPAM
66*W00,Botnet-UDP-Attempt-DNS
66*W00,Botnet-UDP-DNS
"2.S+S,S*s*s",Botnet-TCP-Attempt-SPAM
*s0S+s+S*S.,Botnet-TCP-Attempt-SPAM
2200s*,Botnet-TCP-Attempt-SPAM
220B0,Botnet-TCP-Attempt-SPAM
520S+,Botnet-TCP-Attempt-SPAM
22.S*S.S*w*,Botnet-TCP-Attempt-SPAM
99*W0v*,Botnet-UDP-DNS
99*W00W+,Botnet-UDP-Attempt-DNS
99*W00W+,Botnet-UDP-DNS
99*I*z0W*,Botnet-UDP-DNS
99*I*z0Z+,Botnet-UDP-Attempt-DNS
99*I*z0Z+,Botnet-UDP-DNS
99+Z0Z+Z0Z+,Botnet-UDP-Attempt-DNS
99+Z0Z+Z0Z+,Botnet-UDP-DNS
22+S*W+S*s*,Botnet-TCP-Attempt-SPAM
"6*s*W+W,W00",Botnet-TCP-Attempt-SPAM
96*u00,Botnet-UDP-DNS
+y*y*y*H*y*,Botnet-TCP-Established-HTTP-Ad
y*y*Y0y0Y*y,Botnet-TCP-WEB-Established
"*S,S+s*s*s+",Botnet-TCP-Attempt-SPAM
s+s+s+s*s*B,Botnet-TCP-Attempt-SPAM
22.S*S.S*S.,Botnet-TCP-Attempt-SPAM
"22,W*S,S*",Botnet-TCP-Attempt-SPAM
95*r0U*,Botnet-UDP-DNS
690s*,Botnet-UDP-Attempt-DNS
940w0Z+,Botnet-UDP-DNS
",S+W.S*s*S.",Botnet-TCP-Attempt-SPAM
66*W00,Botnet-UDP-DNS
69*W00Z+,Botnet-UDP-Attempt-DNS
69*W00Z+,Botnet-UDP-DNS
99*W00W*,Botnet-UDP-Attempt-DNS
99*W00W*,Botnet-UDP-DNS
99*W00Z*,Botnet-UDP-DNS
22+w*w+,Botnet-TCP-Attempt-SPAM
"95*y0R,",Botnet-UDP-DNS
99*w00Z+,Botnet-UDP-Attempt-DNS
99*w00Z+,Botnet-UDP-DNS
26*w*S+,Botnet-TCP-Attempt-SPAM
66*V00,Botnet-UDP-DNS
990i0z*z0,Botnet-TCP-Established-Custom-Encryption
990i0z*z0,Botnet-TCP-Established-Custom-Encryption
"22,S*S.S*S.",Botnet-TCP-Attempt-SPAM
22*S*s*,Botnet-TCP-Attempt-SPAM
"22.W*S,S*",Botnet-TCP-Attempt-SPAM
22*r*,Botnet-TCP-Attempt-SPAM
"96*W00W,",Botnet-UDP-Attempt-DNS
22*b*B*B*B*,Botnet-TCP-Attempt-SPAM
22*S0S+S*,Botnet-TCP-Attempt-SPAM
26+s*b*,Botnet-TCP-Attempt-SPAM
22.S*W.S*,Botnet-TCP-Attempt-SPAM
22.W*S.S*,Botnet-TCP-Attempt-SPAM
6600V*,Botnet-UDP-DNS
96+W00,Botnet-UDP-DNS
99*z*z0Z+,Botnet-UDP-DNS
55*s*V0,Botnet-TCP-Attempt-SPAM
220s00S*,Botnet-TCP-Attempt-SPAM
22*V00,Botnet-TCP-Attempt-SPAM
22*S*,Botnet-TCP-Attempt-SPAM
64*w*W0W*,Botnet-UDP-DNS
22.S*S.S*S.,Botnet-TCP-Attempt-SPAM
"22,S*S.S*T,",Botnet-TCP-Attempt-SPAM
"22,S*W.",Botnet-TCP-Attempt-SPAM
"69+Z0Z,S0",Botnet-UDP-Attempt-DNS
99+W0v*Z0Z+,Botnet-UDP-Attempt-DNS
99+W0v*Z0Z+,Botnet-UDP-DNS
99+Z0Z.Z0Z*,Botnet-UDP-Attempt-DNS
99+Z0Z.Z0Z*,Botnet-UDP-DNS
22*B*,Botnet-TCP-Attempt-SPAM
220s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
2500V*,Botnet-TCP-Attempt-SPAM
22*s0B0,Botnet-TCP-Attempt-SPAM
55+S0,Botnet-UDP-DNS
"22,s,",Botnet-TCP-Attempt-SPAM
61*w0,Botnet-UDP-Attempt-DNS
66*r0,Botnet-UDP-DNS
"66*w*z0W,",Botnet-UDP-DNS
"99*W00W,",Botnet-UDP-DNS
6100U*,Botnet-UDP-DNS
11*r0,Botnet-UDP-DNS
990w00,Botnet-UDP-DNS
26+s*,Botnet-TCP-Attempt-SPAM
99*I*w0W*,Botnet-UDP-DNS
2.S*S.S*w*S,Botnet-TCP-Attempt-SPAM
22+s*w+s*S0,Botnet-TCP-Attempt-SPAM
46*U00,Botnet-UDP-DNS
"2,W*S.S*W00",Botnet-TCP-Attempt-SPAM
640u00,Botnet-UDP-DNS
22*w*,Botnet-TCP-Attempt-SPAM
26*s+,Botnet-TCP-Attempt-SPAM
41*U00,Botnet-UDP-DNS
44.W0z*r00,Botnet-UDP-DNS
220B0,Botnet-TCP-Attempt-SPAM
99+Z00W*,Botnet-UDP-Attempt-DNS
99+Z00W*,Botnet-UDP-DNS
41*u*,Botnet-UDP-DNS
22.S*S.S*,Botnet-TCP-Attempt-SPAM
99*Z00Z*,Botnet-UDP-DNS
99*w*z0Z*,Botnet-UDP-DNS
6500U*,Botnet-UDP-DNS
44*U0,Botnet-UDP-DNS
22*S00,Botnet-TCP-Attempt-SPAM
22000,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
61*u0,Botnet-UDP-DNS
22+W*W+,Botnet-TCP-Attempt-SPAM
"33.W+S,S+",Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
22+S*S+,Botnet-TCP-Attempt-SPAM
99*Z00U*,Botnet-UDP-DNS
99+U00Z+,Botnet-UDP-DNS
220s0,Botnet-TCP-Attempt-SPAM
12000,Botnet-TCP-Attempt-SPAM
12*S*r*,Botnet-TCP-Attempt-SPAM
2200S*,Botnet-TCP-Attempt-SPAM
66*U00W*,Botnet-UDP-DNS
99*I*w0W+,Botnet-UDP-Attempt-DNS
99*I*w0W+,Botnet-UDP-DNS
99+W0Z.Z0R+,Botnet-UDP-DNS
"66,S*",Botnet-TCP-Attempt-SPAM
22+b+,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
61*u*r0W+,Botnet-UDP-DNS
22+S*,Botnet-TCP-Attempt-SPAM
95*w0,Botnet-UDP-DNS
22+S*W+S*,Botnet-TCP-Attempt-SPAM
12*s0s*,Botnet-TCP-Attempt-SPAM
22*b*,Botnet-TCP-Attempt-SPAM
46*U00,Botnet-UDP-DNS
22+W*S+S*,Botnet-TCP-Attempt-SPAM
520s0,Botnet-TCP-Attempt-SPAM
610R*,Botnet-UDP-DNS
"22,S*S,S*S,",Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
66*v0,Botnet-UDP-DNS
99*Z00,Botnet-UDP-DNS
99*e*w0W+,Botnet-UDP-DNS
84*z0,Botnet-UDP-DNS
99*U00,Botnet-UDP-DNS
"22.S*S,S*S.",Botnet-TCP-Attempt-SPAM
"22,B,",Botnet-TCP-Attempt-SPAM
12*R0,Botnet-UDP-Attempt-DNS
"22,s,S0W,",Botnet-TCP-Attempt-SPAM
69*z0W+,Botnet-UDP-Attempt-DNS
69*z0W+,Botnet-UDP-DNS
22+w*s+s*,Botnet-TCP-Attempt-SPAM
22+w*w+,Botnet-TCP-Attempt-SPAM
11+R0V+,Botnet-UDP-DNS
"22,S*S,S*",Botnet-TCP-Attempt-SPAM
62+w*,Botnet-TCP-Attempt-SPAM
99*v*w0V*,Botnet-UDP-DNS
22+S*s+s*,Botnet-TCP-Attempt-SPAM
64*V00V*,Botnet-UDP-DNS
66*R00,Botnet-UDP-DNS
61*w0,Botnet-UDP-DNS
820000,Botnet-TCP-Attempt-SPAM
820000,Botnet-TCP-Established
99*w*w0Z+,Botnet-UDP-Attempt-DNS
99*w*w0Z+,Botnet-UDP-DNS
16*R0,Botnet-UDP-DNS
26+S00W*s+s,Botnet-TCP-Attempt-SPAM
64*u0,Botnet-UDP-Attempt-DNS
64*u0,Botnet-UDP-DNS
22+w*s+s*,Botnet-TCP-Attempt-SPAM
99*Z00,Botnet-UDP-Attempt-DNS
99*u*z0W*,Botnet-UDP-Attempt-DNS
99*u*z0W*,Botnet-UDP-DNS
99*Z00,Botnet-UDP-Attempt-DNS
"22,S*S,",Botnet-TCP-Attempt-SPAM
22+b+,Botnet-TCP-Attempt-SPAM
99+W0W+Z0,Botnet-UDP-Attempt-DNS
99+W0W+Z0,Botnet-UDP-DNS
"2,S*S.S*W00",Botnet-TCP-Attempt-SPAM
"2,S*W.S*W00",Botnet-TCP-Attempt-SPAM
"*w*s+s*W+w,",Botnet-TCP-Attempt-SPAM
"66,U00U*",Botnet-UDP-Attempt-DNS
"66,U00U*",Botnet-UDP-DNS
99+Z0Z+Z0Z*,Botnet-UDP-Attempt-DNS
99+Z0Z+Z0Z*,Botnet-UDP-DNS
99*r*w0,Botnet-UDP-DNS
"22,W*S.",Botnet-TCP-Attempt-SPAM
22+S*W+S*,Botnet-TCP-Attempt-SPAM
"22,S*S.T*S.",Botnet-TCP-Attempt-SPAM
22.S*S.S*,Botnet-TCP-Attempt-SPAM
"22*B*w*S,s+",Botnet-TCP-Attempt-SPAM
66*F*w0W+,Botnet-UDP-DNS
99+W0w0U*,Botnet-UDP-DNS
"22.S*S,S*S.",Botnet-TCP-Attempt-SPAM
510V+,Botnet-UDP-DNS
"22,S*W,S*",Botnet-TCP-Attempt-SPAM
"99*W00W,",Botnet-UDP-Attempt-DNS
55*W0,Botnet-UDP-DNS
"22,S*S,S*",Botnet-TCP-Attempt-SPAM
"66.S,",Botnet-TCP-Attempt-SPAM
220s0,Botnet-TCP-Attempt-SPAM
22*F*s*,Botnet-TCP-Attempt-SPAM
99+W00Z*,Botnet-UDP-DNS
22.W*S.S*,Botnet-TCP-Attempt-SPAM
69*w*z0W+,Botnet-UDP-DNS
26+S*,Botnet-TCP-Attempt-SPAM
25*s00,Botnet-TCP-Attempt-SPAM
190z00,Botnet-UDP-DNS
66*U00,Botnet-UDP-DNS
"2,S*S,S*s+f",Botnet-TCP-Attempt-SPAM
64*u0U*,Botnet-UDP-DNS
96*U00,Botnet-UDP-Attempt-DNS
96*U00,Botnet-UDP-DNS
56*a*v00,Botnet-UDP-Attempt-DNS
56*a*v00,Botnet-UDP-DNS
22*b*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22+S*s+s*,Botnet-TCP-Attempt-SPAM
55*E*v*,Botnet-TCP-Attempt-SPAM
66*R00W+,Botnet-UDP-DNS
69*w*r0W+,Botnet-UDP-DNS
96*W00,Botnet-UDP-DNS
61*w0R*,Botnet-UDP-DNS
"22,S*S,S*",Botnet-TCP-Attempt-SPAM
640u*,Botnet-UDP-DNS
s*s*s*s*s*w,Botnet-TCP-Attempt-SPAM
56*w0Z*,Botnet-UDP-Attempt-DNS
56*w0Z*,Botnet-UDP-DNS
"22,S*S.S*S.",Botnet-TCP-Attempt-SPAM
"62,W*s*",Botnet-TCP-Attempt-SPAM
66.Z00R*,Botnet-UDP-Attempt-DNS
66.Z00R*,Botnet-UDP-DNS
8800Y*,Botnet-UDP-DNS
8800Y*,Botnet-UDP-DNS
54*U0,Botnet-UDP-DNS
21*s00s*,Botnet-TCP-Attempt-SPAM
44*u00,Botnet-UDP-DNS
22.S*S.S*S.,Botnet-TCP-Attempt-SPAM
66*w*,Botnet-UDP-DNS
22*s*w+,Botnet-TCP-Attempt-SPAM
2200S*,Botnet-TCP-Attempt-SPAM
55+v+,Botnet-TCP-Attempt-SPAM
22+S*W+S*,Botnet-TCP-Attempt-SPAM
99+Z0v*W0W*,Botnet-UDP-Attempt-DNS
99+Z0v*W0W*,Botnet-UDP-DNS
46*z0,Botnet-UDP-DNS
26*W00S*B*s,Botnet-TCP-Attempt-SPAM
2+W*S.W00W*,Botnet-TCP-Attempt-SPAM
99*V00Z+,Botnet-UDP-Attempt-DNS
99*V00Z+,Botnet-UDP-DNS
"99*U00W,",Botnet-UDP-DNS
26*s+,Botnet-TCP-Attempt-SPAM
"22,W*S.S*",Botnet-TCP-Attempt-SPAM
22*S*,Botnet-TCP-Attempt-SPAM
69*Z00W+,Botnet-UDP-DNS
62+s*,Botnet-TCP-Attempt-SPAM
22*b*,Botnet-TCP-Attempt-SPAM
44*W0,Botnet-UDP-DNS
64*w0,Botnet-UDP-DNS
22+B+,Botnet-TCP-Attempt-SPAM
22+S*w+s*,Botnet-TCP-Attempt-SPAM
49*D*u0,Botnet-UDP-DNS
22*s0s0,Botnet-TCP-Attempt-SPAM
66+W00R*,Botnet-UDP-DNS
*a+Z*Z.Z0Y.,Botnet-TCP-Established-HTTP-Ad
69*v*w0,Botnet-UDP-DNS
41*i*,Botnet-UDP-DNS
99*Z00,Botnet-UDP-DNS
"s+S,W*S,W+S",Botnet-TCP-Attempt-SPAM
s+S*S+s+B+s,Botnet-TCP-Attempt-SPAM
22*s*F*B*,Botnet-TCP-Attempt-SPAM
